2.000000e+00	1.214609e-04
1.903226e+00	1.149614e-04
1.806452e+00	1.084730e-04
1.709677e+00	1.019972e-04
1.612903e+00	9.553587e-05
1.516129e+00	8.909152e-05
1.419355e+00	8.266718e-05
1.322581e+00	7.626705e-05
1.225806e+00	6.989601e-05
1.129032e+00	6.356123e-05
1.032258e+00	5.727241e-05
9.354839e-01	5.104357e-05
8.387097e-01	4.489570e-05
7.419355e-01	3.886208e-05
6.451613e-01	3.299747e-05
5.483871e-01	2.739478e-05
4.516129e-01	2.219211e-05
3.548387e-01	1.746798e-05
2.580645e-01	1.299162e-05
1.612903e-01	8.379722e-06
6.451613e-02	3.448788e-06
-3.225806e-02	-1.812237e-06
-1.290323e-01	-7.350399e-06
-2.258065e-01	-1.310353e-05
-3.225806e-01	-1.901916e-05
-4.193548e-01	-2.505771e-05
-5.161290e-01	-3.119023e-05
-6.129032e-01	-3.739577e-05
-7.096774e-01	-4.365899e-05
-8.064516e-01	-4.996856e-05
-9.032258e-01	-5.631588e-05
